"annee","etablissement","academie","domaine","discipline","situation","nombre_de_reponses","taux_de_reponse","poids_de_la_discipline","taux_dinsertion","emplois_cadre_ou_professions_intermediaires","emplois_stables","emplois_a_temps_plein","salaire_net_median_des_emplois_a_temps_plein","salaire_brut_annuel_estime","de_diplomes_boursiers","taux_de_chomage_regional","salaire_net_mensuel_median_regional","emplois_cadre","emplois_exterieurs_a_la_region_de_luniversite","femmes","salaire_net_mensuel_regional_1er_quartile","salaire_net_mensuel_regional_3eme_quartile"
2012,"Toulouse 3 - Paul Sabatier","Toulouse","Masters enseignement","Masters enseignement","30 mois après le diplôme",42,79,100,"100","100","98","100","1900","29600",29,"10.5","1760","90","61","50","1420","2090"
2012,"Versailles Saint-Quentin-en-Yvelines","Versailles","Masters enseignement","Masters enseignement","30 mois après le diplôme",37,64,100,"97","","100","100","","",17,"9","2020","","2","88","1580","2530"
2011,"Grenoble 2 - Pierre Mendès France","Grenoble","Masters enseignement","Masters enseignement","30 mois après le diplôme",32,85,5,"100","91","91","88","","",30,"8.5","1730","84","22","84","",""
2011,"Grenoble 3 - Stendhal","Grenoble","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",103,89,54,"90","70","67","85","1700","26500",34,"8.5","1730","51","42","82","",""
2011,"La Rochelle","Poitiers","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",59,82,18,"90","60","76","98","1700","26500",43,"9.1","1690","34","59","72","",""
2011,"Le Havre","Rouen","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",74,52,55,"92","73","82","98","1950","30400",32,"10.9","1770","42","62","57","",""
2011,"Le Mans - Maine","Nantes","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",63,95,23,"91","72","74","95","1750","27300",31,"8.5","1690","39","57","59","",""
2011,"Lille 1 - Sciences technologies","Lille","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",96,89,10,"92","92","60","98","1730","27000",22,"12.8","1750","61","47","62","",""
2011,"Lille 1 - Sciences technologies","Lille","Sciences, technologies et santé","Informatique","30 mois après le diplôme",67,88,7,"99","100","97","98","2000","31200",22,"12.8","1750","95","8","11","",""
2011,"Lille 2 - Droit et santé","Lille","Droit, économie et gestion","Droit","30 mois après le diplôme",153,83,32,"92","91","79","99","1800","28100",35,"12.8","1750","51","46","79","",""
2011,"Lille 2 - Droit et santé","Lille","Droit, économie et gestion","Autres formations juridiques, économiques et de gestion","30 mois après le diplôme",36,91,8,"81","","","","","",35,"12.8","1750","","","58","",""
2011,"Lille 2 - Droit et santé","Lille","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",124,88,24,"94","98","79","95","2000","31200",35,"12.8","1750","67","48","70","",""
2011,"Limoges","Limoges","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",112,77,35,"91","86","82","99","1900","29600",26,"8.9","1720","57","61","60","",""
2011,"Littoral - Côte d'Opale","Lille","Droit, économie et gestion","Gestion","30 mois après le diplôme",268,63,59,"89","82","79","97","1900","29600",22,"12.8","1750","50","70","52","",""
2011,"Littoral - Côte d'Opale","Lille","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",34,69,7,"71","","","","","",22,"12.8","1750","","","79","",""
2011,"Littoral - Côte d'Opale","Lille","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",84,68,17,"95","92","79","96","1800","28100",22,"12.8","1750","63","27","40","",""
2011,"Lorraine","Nancy-Metz","Sciences humaines et sociales","Histoire-géographie","30 mois après le diplôme",56,74,4,"87","76","66","98","1700","26500",33,"10.3","1720","58","39","54","",""
2011,"Lorraine","Nancy-Metz","Sciences, technologies et santé","Informatique","30 mois après le diplôme",63,79,4,"90","100","93","100","2300","35900",33,"10.3","1720","95","72","22","",""
2011,"Lorraine","Nancy-Metz","Masters enseignement","Masters enseignement : premier degré","30 mois après le diplôme",206,72,15,"98","69","71","86","1650","25700",33,"10.3","1720","54","34","88","",""
2011,"Lyon 1 - Claude Bernard","Lyon","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",85,84,12,"84","99","74","96","2080","32400",25,"8.5","1730","75","52","50","",""
2011,"Lyon 1 - Claude Bernard","Lyon","Masters enseignement","Masters enseignement : second degré, CPE...","30 mois après le diplôme",51,74,8,"94","92","85","96","1790","28000",25,"8.5","1730","63","35","63","",""
2011,"Lyon 2 - Lumière","Lyon","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",197,66,31,"90","86","75","96","1900","29600",28,"8.5","1730","56","36","60","",""
2011,"Lyon 2 - Lumière","Lyon","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",94,69,14,"81","81","71","81","1730","27100",28,"8.5","1730","76","42","75","",""
2011,"Lyon 2 - Lumière","Lyon","Masters enseignement","Masters enseignement : premier degré","30 mois après le diplôme",40,65,6,"95","","55","70","","",28,"8.5","1730","","27","95","",""
2011,"Lyon 3 - Jean Moulin","Lyon","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",128,84,14,"89","97","62","95","1700","26500",23,"8.5","1730","69","42","62","",""
2011,"Paris-Est Marne-la-Vallée","Créteil","Sciences humaines et sociales","Information communication","30 mois après le diplôme",34,85,6,"91","87","87","100","","",18,"8.6","1990","71","19","65","",""
2011,"Montpellier 1","Montpellier","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",75,78,16,"91","96","84","97","2090","32700",38,"13.7","1660","74","72","80","",""
2011,"Montpellier 2 - Sciences techniques du Languedoc","Montpellier","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",136,74,24,"82","93","55","92","1700","26500",37,"13.7","1660","58","67","59","",""
2011,"Montpellier 2 - Sciences techniques du Languedoc","Montpellier","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",50,75,9,"88","98","80","100","1830","28500",37,"13.7","1660","72","77","54","",""
2011,"Nantes","Nantes","Lettres, langues, arts","Lettres, langues, arts","30 mois après le diplôme",47,67,6,"87","75","63","85","","",29,"8.5","1690","50","66","81","",""
2011,"Nantes","Nantes","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",31,73,4,"81","","","","","",29,"8.5","1690","","","","",""
2011,"Nice - Sophia-Antipolis","Nice","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",43,82,5,"84","92","78","97","","",25,"11.2","1730","75","73","44","",""
2011,"Paris 1 - Panthéon Sorbonne","Paris","Droit, économie et gestion","Droit","30 mois après le diplôme",151,76,17,"93","94","84","94","2370","37000",19,"8.6","1990","88","19","64","",""
2011,"Paris Ouest Nanterre La Défense","Versailles","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",152,60,32,"90","84","58","86","1660","25900",19,"8.6","1990","56","18","82","",""
2011,"Paris 11 - Paris Sud","Versailles","Droit, économie et gestion","Ensemble formations juridiques, économiques et de gestion","30 mois après le diplôme",99,57,32,"84","89","79","99","2240","35000",21,"8.6","1990","80","8","62","",""
2011,"Paris 11 - Paris Sud","Versailles","Sciences, technologies et santé","Informatique","30 mois après le diplôme",31,78,10,"97","100","100","","","",21,"8.6","1990","97","","26","",""
2011,"Paris-Est Créteil","Créteil","Droit, économie et gestion","Droit","30 mois après le diplôme",37,61,5,"78","","","","","",22,"8.6","1990","","","76","",""
2011,"Paris-Est Créteil","Créteil","Masters enseignement","Masters enseignement : second degré, CPE...","30 mois après le diplôme",101,72,11,"97","79","82","92","1840","28700",22,"8.6","1990","67","14","80","",""
2011,"Paris 13 - Paris Nord","Créteil","Droit, économie et gestion","Gestion","30 mois après le diplôme",37,43,16,"95","94","89","100","","",27,"8.6","1990","83","9","38","",""
2011,"Paris 13 - Paris Nord","Créteil","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",40,71,12,"90","94","53","58","","",27,"8.6","1990","86","40","78","",""
2011,"Paris 2 - Panthéon Assas","Paris","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",31,41,17,"90","","","","","",13,"8.6","1990","","","68","",""
2011,"Paris 4 - Sorbonne","Paris","Sciences humaines et sociales","Information communication","30 mois après le diplôme",127,60,27,"97","96","78","94","2200","34300",17,"8.6","1990","89","16","69","",""
2011,"Paris Pierre et Marie Curie","Paris","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",83,62,27,"87","96","56","93","1800","28100",28,"8.6","1990","71","40","67","",""
2011,"Paris 7 - Denis Diderot","Paris","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",35,72,10,"91","97","59","100","1800","28100",18,"8.6","1990","78","28","60","",""
2011,"Pau - Pays de l'Adour","Bordeaux","Droit, économie et gestion","Gestion","30 mois après le diplôme",62,85,21,"94","65","81","98","1860","29100",39,"9.6","1660","42","36","57","",""
2011,"Pau - Pays de l'Adour","Bordeaux","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",50,97,13,"88","58","38","77","1450","22600",39,"9.6","1660","26","57","86","",""
2011,"Pau - Pays de l'Adour","Bordeaux","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",128,91,35,"81","84","73","99","1700","26500",39,"9.6","1660","60","44","35","",""
2011,"Pau - Pays de l'Adour","Bordeaux","Sciences, technologies et santé","Sciences de la vie et de la terre","30 mois après le diplôme",31,89,8,"71","","","","","",39,"9.6","1660","","","65","",""
2011,"Pau - Pays de l'Adour","Bordeaux","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",35,93,10,"83","","","","","",39,"9.6","1660","","","32","",""
2011,"Corse - Pasquale Paoli","Corse","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",47,76,38,"83","77","59","95","","",31,"9.9","1580","52","39","34","",""
2011,"Dijon - Bourgogne","Dijon","Droit, économie et gestion","Gestion","30 mois après le diplôme",114,84,16,"92","79","83","98","2030","31700",29,"8.8","1790","60","58","59","",""
2011,"Dijon - Bourgogne","Dijon","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",127,80,17,"87","83","52","80","1600","25000",29,"8.8","1790","60","63","77","",""
2011,"Dijon - Bourgogne","Dijon","Sciences humaines et sociales","Psychologie","30 mois après le diplôme",36,84,4,"83","","50","67","","",29,"8.8","1790","","33","86","",""
2011,"Dijon - Bourgogne","Dijon","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",31,82,4,"90","","","","","",29,"8.8","1790","","","74","",""
2011,"Dijon - Bourgogne","Dijon","Sciences, technologies et santé","Sciences fondamentales","30 mois après le diplôme",59,80,8,"98","89","78","97","2000","31200",29,"8.8","1790","69","60","44","",""
2011,"Dijon - Bourgogne","Dijon","Masters enseignement","Masters enseignement","30 mois après le diplôme",149,70,22,"100","87","86","89","1730","27100",29,"8.8","1790","80","44","76","",""
2011,"Evry Val-d'Essonne","Versailles","Droit, économie et gestion","Gestion","30 mois après le diplôme",49,62,20,"86","100","90","100","2280","35500",21,"8.6","1990","67","12","50","",""
2011,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences humaines et sociales","Autres sciences humaines et sociales","30 mois après le diplôme",45,85,9,"84","95","37","94","","",41,"8.5","1730","63","31","53","",""
2011,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences, technologies et santé","Sciences de l'ingénieur","30 mois après le diplôme",92,76,20,"97","99","91","100","2150","33500",41,"8.5","1730","90","50","25","",""
2011,"Grenoble 1 - Joseph Fourier","Grenoble","Sciences, technologies et santé","Informatique","30 mois après le diplôme",32,81,7,"88","","","","","",41,"8.5","1730","","","16","",""
2011,"Grenoble 2 - Pierre Mendès France","Grenoble","Droit, économie et gestion","Droit","30 mois après le diplôme",53,74,9,"81","98","63","95","1750","27300",30,"8.5","1730","81","49","66","",""
2011,"Besançon - Franche-Comté","Besançon","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",70,78,13,"94","88","77","95","1870","29100",33,"9.1","1750","57","56","37","",""
2011,"Besançon - Franche-Comté","Besançon","Masters enseignement","Masters enseignement : premier degré","30 mois après le diplôme",113,83,20,"96","83","56","80","1550","24100",33,"9.1","1750","61","24","88","",""
2011,"Besançon - Franche-Comté","Besançon","Masters enseignement","Masters enseignement : second degré, CPE...","30 mois après le diplôme",72,73,14,"99","99","91","92","1850","28900",33,"9.1","1750","88","43","67","",""
2011,"Bordeaux","Bordeaux","Sciences, technologies et santé","Informatique","30 mois après le diplôme",45,87,4,"100","100","91","100","2000","31200",25,"9.6","1660","98","29","7","",""
2011,"Bordeaux","Bordeaux","Sciences, technologies et santé","Autres sciences, technologies et santé","30 mois après le diplôme",59,85,5,"91","84","71","91","1800","28100",25,"9.6","1660","57","60","51","",""
2011,"Bordeaux","Bordeaux","Masters enseignement","Masters enseignement","30 mois après le diplôme",204,64,21,"96","81","70","84","1700","26500",25,"9.6","1660","76","37","85","",""
2011,"Bordeaux","Bordeaux","Masters enseignement","Masters enseignement : premier degré","30 mois après le diplôme",143,63,15,"95","80","66","80","1680","26300",25,"9.6","1660","74","23","87","",""
2011,"Brest - Bretagne occidentale","Rennes","Sciences humaines et sociales","Ensemble sciences humaines et sociales","30 mois après le diplôme",54,76,9,"85","88","46","87","1700","26500",39,"8.5","1650","66","62","80","",""
2011,"Aix-Marseille","Aix-Marseille","Droit, économie et gestion","Droit","30 mois après le diplôme",171,72,10,"86","87","78","99","2000","31200",29,"11.2","1730","56","56","72","",""
2011,"Aix-Marseille","Aix-Marseille","Sciences, technologies et santé","Ensemble sciences, technologies et santé","30 mois après le diplôme",388,75,22,"89","90","76","94","1900","29600",29,"11.2","1730","67","44","48","",""
